subject,predicate,object,birthPlace,,,object,2024-04-13,
George_Warrington ,age ,71,Bayonne_u002C__New_Jersey ,,,1952-09-19,,71
George_Warrington ,gender ,Male_gender ,Bayonne_u002C__New_Jersey ,,,,,
George_Warrington ,nationality ,United_States ,Bayonne_u002C__New_Jersey ,,,,,
George_Warrington ,worksFor ,New_Jersey_Department_of_Transportation ,Bayonne_u002C__New_Jersey ,,,,,
George_Warrington ,worksFor ,Amtrak ,Bayonne_u002C__New_Jersey ,,,,,
George_Warrington ,worksFor ,Delaware_River_Port_Authority ,Bayonne_u002C__New_Jersey ,,,,,
George_Warrington ,worksFor ,NJ_Transit ,Bayonne_u002C__New_Jersey ,,,,,
Gerard_of_Clairvaux__u0028_died_1177_u0029_ ,age ,904,Italy ,,,1120-01-01,,904
Gerard_of_Clairvaux__u0028_died_1177_u0029_ ,gender ,Male_gender ,Italy ,,,,,
Getulius ,age ,1924,Gabii ,,,0100-01-01,,1924
Getulius ,gender ,Male_gender ,Gabii ,,,,,
Gisela_Legath ,award ,Righteous_Among_the_Nations ,Eberau ,,,,,
Gisela_Legath ,age ,116,Eberau ,,,1908-01-01,,116
Gisela_Legath ,gender ,Female__u0028_gender_u0029_ ,Eberau ,,,,,
Gisela_Legath ,nationality ,Austria ,Eberau ,,,,,
Marion_Barton_Skaggs ,age ,136,Missouri ,,,1888-04-05,,136
Marion_Barton_Skaggs ,gender ,Male_gender ,Missouri ,,,,,
Marion_Barton_Skaggs ,nationality ,United_States ,Missouri ,,,,,
Peter_A_u002E__Sarpy ,age ,220,New_Orleans ,,,1804-01-01,,220
Peter_A_u002E__Sarpy ,gender ,Male_gender ,New_Orleans ,,,,,
Peter_A_u002E__Sarpy ,nationality ,United_States ,New_Orleans ,,,,,
Symphorosa ,age ,1924,Tivoli_u002C__Lazio ,,,0100-01-01,,1924
Symphorosa ,gender ,Female__u0028_gender_u0029_ ,Tivoli_u002C__Lazio ,,,,,
Amytis_of_Babylon ,age ,2652,Media__u0028_region_u0029_ ,,,-0629-01-01,,2652
Amytis_of_Babylon ,gender ,Female__u0028_gender_u0029_ ,Media__u0028_region_u0029_ ,,,,,
Aquilina ,age ,1743,Byblos ,,,0281-01-01,,1743
Aquilina ,gender ,Female__u0028_gender_u0029_ ,Byblos ,,,,,
Charles_Rinaldo_Floyd ,age ,227,Darien_u002C__Georgia ,,,1797-01-01,,227
Alvilde_Lees-Milne ,age ,114,London ,,,1909-08-13,,114
Countess_Amalie_Henriette_of_Solms-Baruth ,age ,256,Kliczków ,,,1768-01-30,,256
Countess_Amalie_Henriette_of_Solms-Baruth ,gender ,Female__u0028_gender_u0029_ ,Kliczków ,,,,,
Countess_Amalie_Henriette_of_Solms-Baruth ,knowsLanguage ,German_language_generic_instance ,Kliczków ,,,,,
Countess_Amalie_Henriette_of_Solms-Baruth ,nationality ,Germany ,Kliczków ,,,,,
James_II_u002C__Count_of_Urgell ,age ,644,Balaguer ,,,1380-01-01,,644
James_II_u002C__Count_of_Urgell ,gender ,Male_gender ,Balaguer ,,,,,
Princess_Agnes_of_Hohenlohe-Langenburg ,age ,219,Langenburg ,,,1804-12-05,,219
Princess_Agnes_of_Hohenlohe-Langenburg ,gender ,Female__u0028_gender_u0029_ ,Langenburg ,,,,,
Princess_Agnes_of_Hohenlohe-Langenburg ,knowsLanguage ,German_language_generic_instance ,Langenburg ,,,,,
Princess_Agnes_of_Hohenlohe-Langenburg ,nationality ,Germany ,Langenburg ,,,,,
Princess_Alix_of_Luxembourg ,age ,94,Berg_Castle ,,,1929-08-24,,94
Princess_Alix_of_Luxembourg ,gender ,Female__u0028_gender_u0029_ ,Berg_Castle ,,,,,
Princess_Alix_of_Luxembourg ,nationality ,Luxembourg ,Berg_Castle ,,,,,
Tibor_P_u002E__Nagy ,alumniOf ,Texas_Tech_University ,Budapest ,,,,,
Tibor_P_u002E__Nagy ,alumniOf ,George_Washington_University ,Budapest ,,,,,
Tibor_P_u002E__Nagy ,age ,74,Budapest ,,,1949-04-29,,74
Tibor_P_u002E__Nagy ,gender ,Male_gender ,Budapest ,,,,,
Tibor_P_u002E__Nagy ,nationality ,United_States ,Budapest ,,,,,
Tibor_P_u002E__Nagy ,nationality ,Hungary ,Budapest ,,,,,
Tibor_P_u002E__Nagy ,worksFor ,Texas_Tech_University ,Budapest ,,,,,
Li_Baodong ,alumniOf ,Johns_Hopkins_University ,Beijing ,,,,,
Li_Baodong ,alumniOf ,Beijing_Foreign_Studies_University ,Beijing ,,,,,
Li_Baodong ,age ,69,Beijing ,,,1955-04-01,,69
Li_Baodong ,gender ,Male_gender ,Beijing ,,,,,
Li_Baodong ,memberOf ,Chinese_Communist_Party ,Beijing ,,,,,
Li_Baodong ,nationality ,China ,Beijing ,,,,,
Saw_Omma_of_Pinya ,age ,691,Thayet ,,,1333-01-01,,691
Saw_Omma_of_Pinya ,gender ,Female__u0028_gender_u0029_ ,Thayet ,,,,,
Józef_Lubomirski ,age ,351,Chernihiv ,,,1673-01-01,,351
Józef_Lubomirski ,gender ,Male_gender ,Chernihiv ,,,,,
Lotfi_Raissi ,age ,50,Bab_El_Oued ,,,1974-04-04,,50
Lotfi_Raissi ,gender ,Male_gender ,Bab_El_Oued ,,,,,
Lotfi_Raissi ,knowsLanguage ,French_language_generic_instance ,Bab_El_Oued ,,,,,
Lotfi_Raissi ,nationality ,Algeria ,Bab_El_Oued ,,,,,
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,award ,Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228_generic_instance ,Pernes-les-Fontaines ,,,,,
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,award ,Knight_Of_The_Order_Of_Saint-Michel_Q11609173_generic_instance ,Pernes-les-Fontaines ,,,,,
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,award ,Knight_Of_The_Order_Of_The_Holy_Spirit_Q11599352_generic_instance ,Pernes-les-Fontaines ,,,,,
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,award ,Marshal_of_France ,Pernes-les-Fontaines ,,,,,
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,age ,352,Pernes-les-Fontaines ,,,1672-01-19,,352
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,gender ,Male_gender ,Pernes-les-Fontaines ,,,,,
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,knowsLanguage ,French_language_generic_instance ,Pernes-les-Fontaines ,,,,,
Louis_u002C__Marquis_of_Brancas_and_Prince_of_Nisaro ,nationality ,France ,Pernes-les-Fontaines ,,,,,
Madeleine_de_Verchères ,age ,346,Verchères ,,,1678-03-03,,346
Madeleine_de_Verchères ,gender ,Female__u0028_gender_u0029_ ,Verchères ,,,,,
Madeleine_de_Verchères ,knowsLanguage ,French_language_generic_instance ,Verchères ,,,,,
Madeleine_de_Verchères ,nationality ,Canada ,Verchères ,,,,,
Najabat_Ali_Khan ,age ,275,Murshidabad ,,,1749-01-01,,275
Najabat_Ali_Khan ,gender ,Male_gender ,Murshidabad ,,,,,
Najmuddin_Ali_Khan ,age ,274,Mughal_Empire ,,,1750-01-01,,274
Najmuddin_Ali_Khan ,gender ,Male_gender ,Mughal_Empire ,,,,,
Francisca_Benicia_Carrillo_de_Vallejo ,age ,208,San_Diego ,,,1815-08-23,,208
Francisca_Benicia_Carrillo_de_Vallejo ,gender ,Female__u0028_gender_u0029_ ,San_Diego ,,,,,
Francisca_Benicia_Carrillo_de_Vallejo ,knowsLanguage ,Spanish_language_generic_instance ,San_Diego ,,,,,
Francisca_Benicia_Carrillo_de_Vallejo ,nationality ,Spain ,San_Diego ,,,,,
Francisca_Benicia_Carrillo_de_Vallejo ,nationality ,United_States ,San_Diego ,,,,,
Marcus_Mettius_Rufus ,gender ,Male_gender ,Arles ,,,,,
María_López_de_Rivas_Martínez ,age ,463,Tartanedo ,,,1560-08-18,,463
María_López_de_Rivas_Martínez ,gender ,Female__u0028_gender_u0029_ ,Tartanedo ,,,,,
María_López_de_Rivas_Martínez ,knowsLanguage ,Spanish_language_generic_instance ,Tartanedo ,,,,,
María_López_de_Rivas_Martínez ,nationality ,Spain ,Tartanedo ,,,,,
Marianne_Wolfe ,nationality ,United_States ,Pittsburgh ,,,,,
Guaifer_of_Benevento ,age ,1174,Benevento ,,,0850-01-01,,1174
Guaifer_of_Benevento ,gender ,Male_gender ,Benevento ,,,,,
John_Mosely_Turner ,age ,167,Mitcham ,,,1856-06-15,,167
John_Mosely_Turner ,gender ,Male_gender ,Mitcham ,,,,,
John_Mosely_Turner ,knowsLanguage ,English_language_generic_instance ,Mitcham ,,,,,
Piccarda_Bueri ,age ,656,Verona ,,,1368-01-01,,656
Piccarda_Bueri ,gender ,Female__u0028_gender_u0029_ ,Verona ,,,,,
Werner_Ferrari ,age ,77,Switzerland ,,,1946-12-29,,77
Werner_Ferrari ,gender ,Male_gender ,Switzerland ,,,,,
Werner_Ferrari ,nationality ,Switzerland ,Switzerland ,,,,,
William_Henry_Boulton ,age ,211,Upper_Canada ,,,1812-04-19,,211
William_Henry_Boulton ,gender ,Male_gender ,Upper_Canada ,,,,,
William_Henry_Boulton ,nationality ,Canada ,Upper_Canada ,,,,,
William_Tapley_Bennett_Jr_u002E_ ,alumniOf ,George_Washington_University ,Griffin_u002C__Georgia ,,,,,
William_Tapley_Bennett_Jr_u002E_ ,age ,107,Griffin_u002C__Georgia ,,,1917-04-01,,107
William_Tapley_Bennett_Jr_u002E_ ,gender ,Male_gender ,Griffin_u002C__Georgia ,,,,,
William_Tapley_Bennett_Jr_u002E_ ,nationality ,United_States ,Griffin_u002C__Georgia ,,,,,
William_Tapley_Bennett_Jr_u002E_ ,worksFor ,University_of_Georgia ,Griffin_u002C__Georgia ,,,,,
Hedwig_of_Legnica ,age ,673,Legnica ,,,1351-01-01,,673
Hedwig_of_Legnica ,gender ,Female__u0028_gender_u0029_ ,Legnica ,,,,,
Jovan_Radonjić ,age ,276,Montenegro ,,,1748-01-01,,276
Jovan_Radonjić ,gender ,Male_gender ,Montenegro ,,,,,
Mikhail_Nikolayevich_Muravyov ,award ,Order_of_the_Crown__u0028_Prussia_u0029_ ,Saint_Petersburg ,,,,,
Mikhail_Nikolayevich_Muravyov ,award ,Order_Of_St_U002E__Vladimir_U002C__2Nd_Class_Q21148942_generic_instance ,Saint_Petersburg ,,,,,
Mikhail_Nikolayevich_Muravyov ,award ,Order_Of_St_U002E__Vladimir_U002C__3Rd_Class_Q19344818_generic_instance ,Saint_Petersburg ,,,,,
Mikhail_Nikolayevich_Muravyov ,award ,Order_of_the_White_Eagle__u0028_Russian_Empire_u0029_ ,Saint_Petersburg ,,,,,
Mikhail_Nikolayevich_Muravyov ,award ,Order_of_the_White_Elephant ,Saint_Petersburg ,,,,,
Mikhail_Nikolayevich_Muravyov ,award ,House_Order_of_the_Wendish_Crown ,Saint_Petersburg ,,,,,
Mikhail_Nikolayevich_Muravyov ,age ,178,Saint_Petersburg ,,,1845-04-19,,178
Mikhail_Nikolayevich_Muravyov ,gender ,Male_gender ,Saint_Petersburg ,,,,,
Siti_Oetari ,age ,119,Ponorogo_Regency ,,,1905-01-01,,119
Siti_Oetari ,gender ,Female__u0028_gender_u0029_ ,Ponorogo_Regency ,,,,,
Siti_Oetari ,knowsLanguage ,Indonesian_language_generic_instance ,Ponorogo_Regency ,,,,,
Siti_Oetari ,nationality ,Indonesia ,Ponorogo_Regency ,,,,,
Yang_Jia ,age ,43,Beijing ,,,1980-08-27,,43
Yang_Jia ,gender ,Male_gender ,Beijing ,,,,,
Yang_Jia ,nationality ,China ,Beijing ,,,,,
Yuval_Diskin ,gender ,Male_gender ,Givatayim ,,,,,
Hocine_Zehouane ,age ,89,Bordj_Menaïel ,,,1935-01-01,,89
Hocine_Zehouane ,gender ,Male_gender ,Bordj_Menaïel ,,,,,
Hocine_Zehouane ,memberOf ,Movement_for_the_Triumph_of_Democratic_Liberties ,Bordj_Menaïel ,,,,,
Honorina ,age ,1823,Normandy__u0028_administrative_region_u0029_ ,,,0201-01-01,,1823
Honorina ,gender ,Female__u0028_gender_u0029_ ,Normandy__u0028_administrative_region_u0029_ ,,,,,
Horatio_Nelson_Lay ,age ,192,Forest_Hill_u002C__London ,,,1832-01-23,,192
Horatio_Nelson_Lay ,gender ,Male_gender ,Forest_Hill_u002C__London ,,,,,
Irina_Yusupova ,age ,109,Moika_Palace ,,,1915-03-21,,109
Irina_Yusupova ,gender ,Female__u0028_gender_u0029_ ,Moika_Palace ,,,,,
Jan_Karol_Opaliński ,age ,382,Polish_u2013_Lithuanian_Commonwealth ,,,1642-01-10,,382
Jan_Karol_Opaliński ,gender ,Male_gender ,Polish_u2013_Lithuanian_Commonwealth ,,,,,
Jules_u002C__Prince_of_Guéméné ,age ,298,Paris ,,,1726-03-25,,298
Jules_u002C__Prince_of_Guéméné ,gender ,Male_gender ,Paris ,,,,,
Jules_u002C__Prince_of_Guéméné ,knowsLanguage ,French_language_generic_instance ,Paris ,,,,,
Jules_u002C__Prince_of_Guéméné ,nationality ,France ,Paris ,,,,,
Louise_de_Rohan ,age ,319,Paris ,,,1704-08-11,,319
Louise_de_Rohan ,gender ,Female__u0028_gender_u0029_ ,Paris ,,,,,
Louise_de_Rohan ,knowsLanguage ,French_language_generic_instance ,Paris ,,,,,
Louise_de_Rohan ,nationality ,France ,Paris ,,,,,
Pedro_Madruga ,age ,594,Pontevedra ,,,1430-01-01,,594
Pedro_Madruga ,gender ,Male_gender ,Pontevedra ,,,,,
Zofia_Czarnkowska_Opalińska ,age ,364,Poznań ,,,1660-03-12,,364
Zofia_Czarnkowska_Opalińska ,gender ,Female__u0028_gender_u0029_ ,Poznań ,,,,,
Gülfem_Hatun ,age ,524,Ottoman_Empire ,,,1500-01-01,,524
Gülfem_Hatun ,gender ,Female__u0028_gender_u0029_ ,Ottoman_Empire ,,,,,
Jean_Donovan ,alumniOf ,Case_Western_Reserve_University ,Westport_u002C__Connecticut ,,,,,
Jean_Donovan ,alumniOf ,University_of_Mary_Washington ,Westport_u002C__Connecticut ,,,,,
Jean_Donovan ,age ,71,Westport_u002C__Connecticut ,,,1953-04-10,,71
Jean_Donovan ,gender ,Female__u0028_gender_u0029_ ,Westport_u002C__Connecticut ,,,,,
Jean_Donovan ,knowsLanguage ,Spanish_language_generic_instance ,Westport_u002C__Connecticut ,,,,,
Jean_Donovan ,nationality ,United_States ,Westport_u002C__Connecticut ,,,,,
Jean_du_Thiers ,gender ,Male_gender ,Sens ,,,,,
Jean_du_Thiers ,nationality ,France ,Sens ,,,,,
Yuval_Diskin ,alumniOf ,University_of_Haifa ,Givatayim ,,,,,
Yuval_Diskin ,alumniOf ,Bar-Ilan_University ,Givatayim ,,,,,
Yuval_Diskin ,age ,67,Givatayim ,,,1956-06-11,,67
Yuval_Diskin ,knowsLanguage ,Hebrew_language_generic_instance ,Givatayim ,,,,,
Guy_Goma_BBC_interview ,age ,55,Republic_of_the_Congo ,,,1969-01-01,,55
Guy_Goma_BBC_interview ,gender ,Male_gender ,Republic_of_the_Congo ,,,,,
Guy_Goma_BBC_interview ,nationality ,Republic_of_the_Congo ,Republic_of_the_Congo ,,,,,
Kerwin_Duinmeijer ,age ,55,Willemstad ,,,1968-06-05,,55
Kerwin_Duinmeijer ,gender ,Male_gender ,Willemstad ,,,,,
Albert_Tannenbaum ,age ,118,Nanticoke_u002C__Pennsylvania ,,,1906-01-17,,118
Albert_Tannenbaum ,gender ,Male_gender ,Nanticoke_u002C__Pennsylvania ,,,,,
Albert_Tannenbaum ,nationality ,United_States ,Nanticoke_u002C__Pennsylvania ,,,,,
Hawys_Gadarn ,age ,733,Powys ,,,1291-01-01,,733
Hawys_Gadarn ,gender ,Female__u0028_gender_u0029_ ,Powys ,,,,,
Hawys_Gadarn ,knowsLanguage ,English_language_generic_instance ,Powys ,,,,,
Hawys_Gadarn ,nationality ,Wales ,Powys ,,,,,
Jorge_de_Lencastre_u002C__Duke_of_Coimbra ,age ,542,Abrantes ,,,1481-08-12,,542
Jorge_de_Lencastre_u002C__Duke_of_Coimbra ,gender ,Male_gender ,Abrantes ,,,,,
Maria_Bohuslavka ,gender ,Female__u0028_gender_u0029_ ,Bohuslav ,,,,,
Rudolph_III_u002C__Count_of_Neuchâtel ,age ,823,Neuchâtel ,,,1201-01-01,,823
Rudolph_III_u002C__Count_of_Neuchâtel ,gender ,Male_gender ,Neuchâtel ,,,,,
Anne_Montagu_u002C__Viscountess_Mandeville ,age ,420,England ,,,1604-01-01,,420
Anne_Montagu_u002C__Viscountess_Mandeville ,gender ,Female__u0028_gender_u0029_ ,England ,,,,,
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin ,age ,351,Gottorf_Castle ,,,1673-01-11,,351
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin ,gender ,Male_gender ,Gottorf_Castle ,,,,,
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin ,knowsLanguage ,German_language_generic_instance ,Gottorf_Castle ,,,,,
Christian_August_of_Holstein-Gottorp_u002C__Prince_of_Eutin ,nationality ,Germany ,Gottorf_Castle ,,,,,
Isabel_of_Braganza_u002C__Duchess_of_Guimarães ,age ,513,Ducal_Palace_of_Vila_Viçosa ,,,1511-01-01,,513
Isabel_of_Braganza_u002C__Duchess_of_Guimarães ,gender ,Female__u0028_gender_u0029_ ,Ducal_Palace_of_Vila_Viçosa ,,,,,
Isabel_of_Braganza_u002C__Duchess_of_Guimarães ,knowsLanguage ,Portuguese_language_generic_instance ,Ducal_Palace_of_Vila_Viçosa ,,,,,
Isabella_de_Beauchamp ,gender ,Female__u0028_gender_u0029_ ,Warwickshire ,,,,,
Apolonia_Ustrzycka ,age ,288,Przemyśl ,,,1736-01-17,,288
Apolonia_Ustrzycka ,gender ,Female__u0028_gender_u0029_ ,Przemyśl ,,,,,
Mary_Warren__u0028_Salem_witch_trials_u0029_ ,age ,350,Salem_u002C__Massachusetts ,,,1674-01-01,,350
Mary_Warren__u0028_Salem_witch_trials_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Salem_u002C__Massachusetts ,,,,,
Apostol_Mărgărit ,age ,191,Avdella ,,,1832-08-05,,191
Apostol_Mărgărit ,gender ,Male_gender ,Avdella ,,,,,
Apostol_Mărgărit ,memberOf ,Romanian_Academy ,Avdella ,,,,,
Armand_Bouchart ,age ,824,France ,,,1200-01-01,,824
Armand_Bouchart ,gender ,Male_gender ,France ,,,,,
Ayşe_Hatun_I ,age ,571,Elbistan ,,,1453-01-01,,571
Ayşe_Hatun_I ,gender ,Female__u0028_gender_u0029_ ,Elbistan ,,,,,
Bhawani_Singh ,alumniOf ,Harrow_School ,Jaipur ,,,,,
Bhawani_Singh ,award ,Maha_Vir_Chakra_generic_instance ,Jaipur ,,,,,
Bhawani_Singh ,award ,Order_of_the_Sun__u0028_India_u0029_ ,Jaipur ,,,,,
Bhawani_Singh ,age ,92,Jaipur ,,,1931-10-22,,92
Bhawani_Singh ,gender ,Male_gender ,Jaipur ,,,,,
Bhawani_Singh ,memberOf ,Indian_National_Congress ,Jaipur ,,,,,
Bhawani_Singh ,nationality ,India ,Jaipur ,,,,,
Brión_mac_Echach_Muigmedóin ,age ,1524,Republic_of_Ireland ,,,0500-01-01,,1524
Brión_mac_Echach_Muigmedóin ,gender ,Male_gender ,Republic_of_Ireland ,,,,,
Camilla_Pio_di_Savoia ,age ,584,Carpi_u002C__Emilia-Romagna ,,,1440-01-01,,584
Camilla_Pio_di_Savoia ,gender ,Female__u0028_gender_u0029_ ,Carpi_u002C__Emilia-Romagna ,,,,,
Cecilia_Eusepi ,age ,114,Monte_Romano ,,,1910-02-17,,114
Cecilia_Eusepi ,gender ,Female__u0028_gender_u0029_ ,Monte_Romano ,,,,,
Cecilia_Eusepi ,knowsLanguage ,Italian_language_generic_instance ,Monte_Romano ,,,,,
Charlotte_Bonaparte_Gabrielli ,age ,229,Saint-Maximin-la-Sainte-Baume ,,,1795-02-22,,229
Charlotte_Bonaparte_Gabrielli ,gender ,Female__u0028_gender_u0029_ ,Saint-Maximin-la-Sainte-Baume ,,,,,
Charlotte_Bonaparte_Gabrielli ,knowsLanguage ,French_language_generic_instance ,Saint-Maximin-la-Sainte-Baume ,,,,,
Charlotte_Bonaparte_Gabrielli ,nationality ,France ,Saint-Maximin-la-Sainte-Baume ,,,,,
Cleofa_Malatesta ,age ,619,Pesaro ,,,1405-01-01,,619
Cleofa_Malatesta ,gender ,Female__u0028_gender_u0029_ ,Pesaro ,,,,,
Cleofa_Malatesta ,knowsLanguage ,Greek_language_generic_instance ,Pesaro ,,,,,
Cleofa_Malatesta ,knowsLanguage ,Italian_language_generic_instance ,Pesaro ,,,,,
Anne_Holck ,age ,421,Tryggevælde ,,,1602-12-07,,421
Anne_Holck ,gender ,Female__u0028_gender_u0029_ ,Tryggevælde ,,,,,
Sir_Renaud_de_Carteret_u002C__8th_Seigneur_of_Saint_Ouen ,age ,708,Jersey ,,,1316-01-01,,708
Peter_u002C__Duke_of_Coimbra ,award ,Order_of_the_Garter_generic_instance ,Lisbon ,,,,,
Peter_u002C__Duke_of_Coimbra ,award ,Knighthood_Q28164164_generic_instance ,Lisbon ,,,,,
Peter_u002C__Duke_of_Coimbra ,age ,631,Lisbon ,,,1392-12-17,,631
Peter_u002C__Duke_of_Coimbra ,gender ,Male_gender ,Lisbon ,,,,,
Princess_Victoria_of_Hesse-Rotenburg ,age ,296,Rotenburg_an_der_Fulda ,,,1728-02-25,,296
Princess_Victoria_of_Hesse-Rotenburg ,gender ,Female__u0028_gender_u0029_ ,Rotenburg_an_der_Fulda ,,,,,
Princess_Victoria_of_Hesse-Rotenburg ,knowsLanguage ,German_language_generic_instance ,Rotenburg_an_der_Fulda ,,,,,
Princess_Victoria_of_Hesse-Rotenburg ,nationality ,Germany ,Rotenburg_an_der_Fulda ,,,,,
Seán_South ,age ,96,Limerick ,,,1928-01-01,,96
Seán_South ,gender ,Male_gender ,Limerick ,,,,,
Seán_South ,nationality ,Republic_of_Ireland ,Limerick ,,,,,
Anna_Colonna ,age ,423,Paliano ,,,1601-01-01,,423
Anna_Colonna ,gender ,Female__u0028_gender_u0029_ ,Paliano ,,,,,
Avraham_Shalom ,age ,95,Vienna ,,,1928-07-07,,95
Avraham_Shalom ,gender ,Male_gender ,Vienna ,,,,,
Avraham_Shalom ,knowsLanguage ,Hebrew_language_generic_instance ,Vienna ,,,,,
Avraham_Shalom ,nationality ,Israel ,Vienna ,,,,,
Avraham_Shalom ,worksFor ,Mossad ,Vienna ,,,,,
Catalina_de_Balmaseda_y_San_Martín ,age ,479,Madrigal_de_las_Altas_Torres ,,,1544-10-28,,479
Catalina_de_Balmaseda_y_San_Martín ,gender ,Female__u0028_gender_u0029_ ,Madrigal_de_las_Altas_Torres ,,,,,
Catalina_de_Balmaseda_y_San_Martín ,knowsLanguage ,Catalan_language_generic_instance ,Madrigal_de_las_Altas_Torres ,,,,,
Catalina_de_Balmaseda_y_San_Martín ,nationality ,Spain ,Madrigal_de_las_Altas_Torres ,,,,,
Kyra_Vassiliki ,age ,235,Filiates ,,,1789-01-01,,235
Kyra_Vassiliki ,gender ,Female__u0028_gender_u0029_ ,Filiates ,,,,,
Kyra_Vassiliki ,knowsLanguage ,Greek_language_generic_instance ,Filiates ,,,,,
Kyra_Vassiliki ,nationality ,Greece ,Filiates ,,,,,
Lady_Katherine_Percy ,age ,600,Alnwick ,,,1423-05-27,,600
Lady_Katherine_Percy ,gender ,Female__u0028_gender_u0029_ ,Alnwick ,,,,,
Marco_Frigatti ,age ,53,Venice ,,,1970-05-01,,53
Marco_Frigatti ,gender ,Male_gender ,Venice ,,,,,
Marco_Frigatti ,knowsLanguage ,Italian_language_generic_instance ,Venice ,,,,,
Marco_Frigatti ,nationality ,Italy ,Venice ,,,,,
Marco_Lombardo ,gender ,Male_gender ,Lombardy ,,,,,
Margaret_Beaufort_u002C__Countess_of_Devon ,age ,615,Westminster ,,,1409-01-01,,615
Margaret_Beaufort_u002C__Countess_of_Devon ,gender ,Female__u0028_gender_u0029_ ,Westminster ,,,,,
Curtis_Keeble ,alumniOf ,Queen_Mary_University_of_London ,London ,,,,,
Curtis_Keeble ,award ,Knight_Grand_Cross_Of_The_Order_Of_St_Michael_And_St_George_Q12177423_generic_instance ,London ,,,,,
Curtis_Keeble ,age ,101,London ,,,1922-09-18,,101
Curtis_Keeble ,gender ,Male_gender ,London ,,,,,
Curtis_Keeble ,knowsLanguage ,English_language_generic_instance ,London ,,,,,
Curtis_Keeble ,worksFor ,Foreign_u002C__Commonwealth_and_Development_Office ,London ,,,,,
Darryl_Hunt ,age ,59,Winston-Salem_u002C__North_Carolina ,,,1965-02-24,,59
Darryl_Hunt ,gender ,Male_gender ,Winston-Salem_u002C__North_Carolina ,,,,,
Darryl_Hunt ,nationality ,United_States ,Winston-Salem_u002C__North_Carolina ,,,,,
David_Milgaard ,age ,71,Canada ,,,1952-07-07,,71
David_Milgaard ,gender ,Male_gender ,Canada ,,,,,
David_Milgaard ,nationality ,Canada ,Canada ,,,,,
Franz_Josef_Krombholz ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Horní_Police ,,,,,
Franz_Josef_Krombholz ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Horní_Police ,,,,,
Franz_Josef_Krombholz ,age ,103,Horní_Police ,,,1920-08-13,,103
Franz_Josef_Krombholz ,gender ,Male_gender ,Horní_Police ,,,,,
Gurbansoltan_Eje ,award ,Hero_of_Turkmenistan ,Gypjak ,,,,,
Gurbansoltan_Eje ,age ,110,Gypjak ,,,1913-11-20,,110
Gurbansoltan_Eje ,gender ,Female__u0028_gender_u0029_ ,Gypjak ,,,,,
Husain_Haqqani ,alumniOf ,University_of_Karachi ,Karachi ,,,,,
Husain_Haqqani ,alumniOf ,Habib_Public_School ,Karachi ,,,,,
Husain_Haqqani ,age ,67,Karachi ,,,1956-07-01,,67
Husain_Haqqani ,gender ,Male_gender ,Karachi ,,,,,
Husain_Haqqani ,nationality ,Pakistan ,Karachi ,,,,,
Ibrahim_Hakki_Pasha ,award ,Knight_Grand_Cross_Of_The_Order_Of_Pius_Ix_U200E__Q23306205_generic_instance ,Istanbul ,,,,,
Ibrahim_Hakki_Pasha ,age ,162,Istanbul ,,,1862-01-01,,162
Ibrahim_Hakki_Pasha ,gender ,Male_gender ,Istanbul ,,,,,
Ibrahim_Hakki_Pasha ,knowsLanguage ,Turkish_language_generic_instance ,Istanbul ,,,,,
Ismail_Abdul_Rahman ,alumniOf ,Queen_u0027_s_College_u002C__Melbourne ,Johor_Bahru ,,,,,
Ismail_Abdul_Rahman ,alumniOf ,University_of_Melbourne_Faculty_of_Medicine_u002C__Dentistry_and_Health_Sciences ,Johor_Bahru ,,,,,
Ismail_Abdul_Rahman ,award ,Grand_Commander_Of_The_Order_Of_Loyalty_To_The_Crown_Of_Malaysia_Q7434999_generic_instance ,Johor_Bahru ,,,,,
Ismail_Abdul_Rahman ,age ,108,Johor_Bahru ,,,1915-11-04,,108
Ismail_Abdul_Rahman ,gender ,Male_gender ,Johor_Bahru ,,,,,
Ismail_Abdul_Rahman ,knowsLanguage ,Malay_language_generic_instance ,Johor_Bahru ,,,,,
Ismail_Abdul_Rahman ,memberOf ,Barisan_Nasional ,Johor_Bahru ,,,,,
Ismail_Abdul_Rahman ,nationality ,Malaysia ,Johor_Bahru ,,,,,
Jadwiga_Sapieżyna ,age ,218,Warsaw ,,,1806-01-01,,218
Jadwiga_Sapieżyna ,gender ,Female__u0028_gender_u0029_ ,Warsaw ,,,,,
